+----------+------------+--------------------+--------------------+--------------------+--------+
|    ID    |    name    |    sum_distance    |      maxspeed      |     meanspeed      | isloop |
| AL031854 |  UNNAMED   |  2187.18204658983  | 30.756803430288347 | 15.343675997003883 |   No   |
| AL041854 |  UNNAMED   | 236.04381614567248 | 5.6291360029698305 | 4.4174952686863165 |   No   |
| AL051854 |  UNNAMED   | 800.6226569110889  | 20.389630592660385 | 12.13064631683468  |   No   |
| AL011855 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL021855 |  UNNAMED   | 926.6903600874996  | 36.23325952033966  | 30.889678669583315 |   No   |
| AL031855 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL041855 |  UNNAMED   | 1151.7956727069293 | 17.143407766321214 | 12.797729696743655 |   No   |
| AL051855 |  UNNAMED   | 390.0193696762318  | 10.83866638278815  | 7.298300375191845  |   No   |
| AL011856 |  UNNAMED   | 620.4324630909717  | 13.96029084381305  | 7.954262347320152  |   No   |
| AL021856 |  UNNAMED   | 558.4185377569303  | 16.65457944333024  | 13.295679470403103 |   No   |
| AL031856 |  UNNAMED   | 789.0012757505392  | 19.06188884666057  | 13.127405310113419 |   No   |
| AL041856 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL051856 |  UNNAMED   | 3081.879381784951  | 29.171151287232092 | 13.170424708482697 |   No   |
| AL061856 |  UNNAMED   | 363.1772145981642  | 10.813144439042011 | 3.1857650403347733 |   No   |
| AL011857 |  UNNAMED   | 441.71755617418364 | 13.15125633566061  | 10.517084670813896 |   No   |
| AL021857 |  UNNAMED   | 2940.3139494777743 | 29.855505500544965 | 10.653311411151355 |   No   |
| AL031857 |  UNNAMED   |        0.0         |        0.0         |        0.0         |   No   |
| AL041857 |  UNNAMED   | 2675.363462889459  | 21.47726901687621  | 16.498278286154648 |   No   |
| AL011858 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL021858 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL031858 |  UNNAMED   | 1741.8093977889048 | 49.35776986936474  | 22.414903093017635 |   No   |
| AL041858 |  UNNAMED   | 2714.702954520032  | 21.627342608136193 | 14.595177174838883 |   No   |
| AL051858 |  UNNAMED   |  886.663452546822  | 17.948743192327544 | 11.367480160856692 |   No   |
| AL061858 |  UNNAMED   | 1580.1338303307189 | 18.62506980115816  | 12.540744685164436 |   No   |
| AL011859 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL021859 |  UNNAMED   | 542.7366204665238  | 12.672037951191143 | 8.223282128280665  |   No   |
| AL031859 |  UNNAMED   | 328.11134875906544 | 12.474289013403974 | 10.937044958635514 |   No   |
| AL041859 |  UNNAMED   | 1043.7746974980669 | 40.53740545444204  | 28.993741597168526 |   No   |
| AL051859 |  UNNAMED   | 1914.4869758215605 | 44.83009043699038  | 21.272077509128447 |   No   |
| AL061859 |  UNNAMED   | 1801.937710638908  |  29.6041916244797  | 15.806471145955333 |   No   |
| AL071859 |  UNNAMED   | 388.97097266996957 | 11.177975951486983 | 7.515499301859611  |   No   |
| AL081859 |  UNNAMED   | 1797.5929151534303 | 55.205157252404256 | 13.02603561705384  |   No   |
| AL011860 |  UNNAMED   | 1403.653271772912  | 12.944706948459702 | 7.086528491883597  |   No   |
| AL021860 |  UNNAMED   | 963.1810843107762  | 18.091862018893057 | 14.593652792587521 |   No   |
| AL041860 |  UNNAMED   | 720.9038305819006  | 13.008388479726273 | 5.7355945483860795 |   No   |
| AL031860 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL051860 |  UNNAMED   | 1120.845264589936  | 18.275619269537017 | 12.45383627322151  |   No   |
| AL061860 |  UNNAMED   | 774.5125125325492  | 15.576410401296123 | 8.817888765888217  |   No   |
| AL071860 |  UNNAMED   | 1336.1614101095415 | 31.800894180292673 |  13.0996216677406  |   No   |
| AL011861 |  UNNAMED   | 1612.703998128247  | 14.198211229406189 | 9.954962951408934  |   No   |
| AL021861 |  UNNAMED   | 961.8724563381265  | 14.914591482772321 | 9.430122120962025  |   No   |
| AL031861 |  UNNAMED   | 1626.6262535755404 | 19.11516241936067  | 11.78714676504015  |   No   |
| AL041861 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL051861 |  UNNAMED   | 1154.6602612669421 | 47.70712596284633  | 39.19700444042496  |   No   |
| AL061861 |  UNNAMED   | 1380.2564828257146 | 20.242634424541755 | 15.33618314250794  |   No   |
| AL071861 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL081861 |  UNNAMED   | 1259.6676313275361 | 24.098313471667705 | 20.506412879918823 |   No   |
| AL011862 |  UNNAMED   |  346.816696900654  | 7.548898841002057  | 5.254798437888696  |   No   |
| AL021862 |  UNNAMED   | 1353.2245963268033 | 35.31252608200604  | 18.794786060094488 |   No   |
| AL031862 |  UNNAMED   | 2262.8244858369735 | 30.12138031167871  | 11.428406494126127 |   No   |
| AL041862 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL051862 |  UNNAMED   | 929.1070777289542  | 23.517169619588902 | 11.911629201653259 |   No   |
| AL061862 |  UNNAMED   | 29.55388867169237  | 1.9702592298307005 | 0.3788960086114406 |   No   |
| AL011863 |  UNNAMED   | 353.7276099590787  | 9.061629426462996  | 8.422085951406634  |   No   |
| AL021863 |  UNNAMED   | 535.2499086457997  | 15.02183477499639  | 12.744045443947611 |   No   |
| AL031863 |  UNNAMED   | 1513.6562033128835 | 23.38173997736928  | 14.839766699145923 |   No   |
| AL041863 |  UNNAMED   | 657.6970868513542  | 19.83324354927579  | 15.659454448841768 |   No   |
| AL051863 |  UNNAMED   | 2610.7999886562648 | 21.852006706018656 | 14.03655907879712  |   No   |
| AL061863 |  UNNAMED   | 1090.056799642423  | 38.490242843368875 | 14.410393405640505 |   No   |
| AL071863 |  UNNAMED   | 121.7827824284174  | 5.0222230405393224 | 4.059426080947246  |   No   |
| AL081863 |  UNNAMED   | 378.32147422438436 | 26.804920823445645 | 21.017859679132464 |   No   |
| AL091863 |  UNNAMED   |  356.684185037191  | 5.924902311674178  | 5.404305833896832  |   No   |
| AL011864 |  UNNAMED   | 1754.9247859480674 | 43.83963616678026  | 26.58976948406162  |   No   |
| AL021864 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL031864 |  UNNAMED   | 2126.6003198906847 | 18.354119646397397 |  14.1773354659379  |   No   |
| AL041864 |  UNNAMED   |        0.0         |        0.0         |        0.0         |   No   |
| AL051864 |  UNNAMED   | 1070.842049263626  | 23.43631727895135  | 16.22487953429736  |   No   |
| AL011865 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL021865 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL031865 |  UNNAMED   | 712.4239532733818  | 12.685252353758719 | 6.2493329234507184 |   No   |
| AL041865 |  UNNAMED   | 2709.8995315680295 | 19.412294011899213 | 12.88184644706866  |   No   |
| AL051865 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL061865 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL071865 |  UNNAMED   | 2157.3594947798233 | 23.941378311870476 | 11.82080443427632  |   No   |
| AL011866 |  UNNAMED   | 554.6042457885005  | 5.396690090956448  | 5.135224498041673  |   No   |
| AL021866 |  UNNAMED   | 2205.2238724285635 | 21.395317952692853 | 17.50177676530606  |   No   |
| AL031866 |  UNNAMED   | 1190.210964879327  | 21.819630243285733 | 15.259114934350348 |   No   |
| AL041866 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL051866 |  UNNAMED   | 852.7598045453854  | 16.768360183376878 | 12.920603099172506 |   No   |
| AL061866 |  UNNAMED   | 4383.607094692999  | 34.75141689973089  | 15.544706009549639 |   No   |
| AL071866 |  UNNAMED   | 910.7896197932866  |  32.8242792872692  | 25.29971166092463  |   No   |
| AL011867 |  UNNAMED   | 367.3783900152423  | 12.240782689029292 |  7.09452262450627  |   No   |
| AL021867 |  UNNAMED   | 2779.635233539252  | 43.915533496341816 | 17.158242182341066 |   No   |
| AL031867 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL041867 |  UNNAMED   | 945.2735496682755  | 16.211816045307106 | 10.503039440758617 |   No   |
| AL051867 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL061867 |  UNNAMED   | 517.2652358207664  | 13.28069733674292  | 9.578985848532712  |   No   |
| AL071867 |  UNNAMED   | 1569.7752860074563 | 13.081685740699905 | 8.410997185362865  |   No   |
| AL081867 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL091867 |  UNNAMED   | 1314.8218227965294 | 19.11093971623339  | 13.696060654130516 |   No   |
| AL011868 |  UNNAMED   | 1484.1332239316444 | 27.166969923811507 | 14.550325724820047 |   No   |
| AL021868 |  UNNAMED   | 2266.7356136544818 | 27.52652506172333  | 14.291338677809703 |   No   |
| AL031868 |  UNNAMED   | 358.6891371333502  |  8.29628109433236  | 5.434683895959851  |   No   |
| AL041868 |  UNNAMED   |   741.0559018987   | 16.999436233995368 | 11.228119725737878 |   No   |
| AL011869 |  UNNAMED   | 212.12258655321932 | 12.40133359371619  | 11.784588141845516 |   No   |
| AL021869 |  UNNAMED   | 392.21850867178927 | 10.644395836139266 |  9.45521873789913  |   No   |
| AL031869 |  UNNAMED   | 165.7155045332869  | 12.424811349573917 | 9.206416918515938  |   No   |
| AL041869 |  UNNAMED   | 475.85287458753413 | 13.139826177681066 | 11.32983034732224  |   No   |
| AL051869 |  UNNAMED   | 268.23477382357345 | 6.551101161553642  |  5.58822445465778  |   No   |
| AL061869 |  UNNAMED   | 1231.9764991918948 | 45.26592845669532  | 25.33713853752244  |   No   |
| AL071869 |  UNNAMED   | 2490.405568071303  | 19.459553841201643 | 13.389277247695176 |   No   |
| AL081869 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL091869 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL101869 |  UNNAMED   | 1124.2174793723318 | 40.231998085135515 | 30.38604509069024  |   No   |
| AL011870 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL021870 |  UNNAMED   | 2094.6324833595286 | 30.035268119995166 | 15.178496256228469 |   No   |
| AL031870 |  UNNAMED   | 1586.9802086287827 | 19.986098359159804 | 17.633113429208702 |   No   |
| AL041870 |  UNNAMED   | 2125.5479610950288 | 24.870195107464166 | 18.64515755346516  |   No   |
| AL051870 |  UNNAMED   | 2300.3017139939016 | 46.114473921135044 | 25.558907933265576 |   No   |
| AL061870 |  UNNAMED   | 1478.001636463207  | 14.355081239509664 | 6.316246309671825  |   No   |
| AL071870 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL081870 |  UNNAMED   | 699.3652512564807  | 33.35753316100097  | 23.31217504188269  |   No   |
| AL091870 |  UNNAMED   | 1171.2288893111274 | 20.17574117208323  | 13.388956172394339 |   No   |
| AL101870 |  UNNAMED   |         0          |         /          |         /          |   No   |
| AL111870 |  UNNAMED   | 597.7690839965537  | 11.008562587042443 |  5.24358845611012  |   No   |
| AL011871 |  UNNAMED   | 1219.9322922665767 | 19.156848564146994 | 10.784968293143496 |   No   |
| AL021871 |  UNNAMED   | 687.3394486744606  | 11.568736232115766 | 10.122674502743012 |   No   |
| AL031871 |  UNNAMED   | 1509.3246566270143 | 10.331998744872521 | 6.391473680538083  |  Yes   |
| AL041871 |  UNNAMED   |  4487.51308243513  | 37.45459083065668  | 13.938810369900079 |   No   |
| AL051871 |  UNNAMED   | 1078.7412195017585 | 16.411202210306048 | 11.986013550019537 |   No   |
| AL061871 |  UNNAMED   | 898.8994409716861  | 14.267949411426132 | 9.960833738400845  |   No   |
| AL071871 |  UNNAMED   | 1745.8779252746476 | 25.36347519783575  | 9.372779702104149  |   No   |
| AL081871 |  UNNAMED   | 2042.6828290181634 | 44.969681352861166 | 26.188241397668758 |   No   |
| AL011872 |  UNNAMED   |  720.690396105694  | 30.04023776345083  | 7.026989069469377  |  Yes   |
| AL021872 |  UNNAMED   | 3396.3129939068176 | 18.98487819375283  | 10.291857557293389 |   No   |
| AL031872 |  UNNAMED   | 2063.454293341083  | 12.102406294158085 | 7.317213806174053  |   No   |
| AL041872 |  UNNAMED   | 2429.503494991571  | 26.263897667094753 | 14.996935154268957 |   No   |
| AL051872 |  UNNAMED   | 1929.9865739702968 | 20.149763719839218 | 12.770585879960551 |   No   |
| AL011873 |  UNNAMED   | 600.1778587728172  |  23.868746668507   | 17.552220883959247 |   No   |
| AL021873 |  UNNAMED   | 4613.515160191466  | 19.87424036041578  | 12.20506656135308  |   No   |
| AL031873 |  UNNAMED   | 1321.9779929594386 | 34.90094573186972  | 20.179466437577304 |   No   |
| AL041873 |  UNNAMED   | 1229.0939924353352 | 34.355958395121064 | 18.05022270036508  |   No   |
| AL051873 |  UNNAMED   | 3334.139473928037  | 27.911673657139723 | 10.008145755131828 |   No   |
| AL011874 |  UNNAMED   | 729.0328343419569  | 12.15746622369138  |  9.47460099935036  |   No   |
| AL021874 |  UNNAMED   | 1588.0983170509326 | 18.731942552863867 | 13.930686991674847 |   No   |
| AL031874 |  UNNAMED   | 3308.298301748654  | 25.96351984959423  | 13.448367080279086 |   No   |
| AL041874 |  UNNAMED   | 780.4884382174972  | 8.028401039001754  | 5.6557133204166465 |   No   |
| AL051874 |  UNNAMED   | 1570.9275688999674 | 28.269369863516733 | 17.454750765555193 |   No   |
| AL061874 |  UNNAMED   | 2395.331714974264  | 26.324948273798725 | 16.109115821075797 |   No   |
| AL071874 |  UNNAMED   | 800.7990129753497  | 10.954847275187248 | 7.024552745397806  |   No   |
| AL011875 |  UNNAMED   | 1045.2969600167257 | 17.757022627377175 | 11.614410666852507 |   No   |
| AL021875 |  UNNAMED   | 3332.063047723848  | 22.23504765655639  | 14.239585674033542 |   No   |
| AL031875 |  UNNAMED   | 3053.9134168770934 | 18.91534684641945  | 11.729851998705298 |   No   |
| AL041875 |  UNNAMED   | 869.4395822231769  | 12.012003553635513 |  9.19810226000247  |   No   |
| AL051875 |  UNNAMED   | 1280.316091477681  | 30.253249246875203 | 14.225734349752013 |   No   |
| AL061875 |  UNNAMED   | 1504.2822738266143 | 31.350928124246384 | 13.195458542338725 |   No   |
| AL011876 |  UNNAMED   | 673.0006640355912  | 15.104043879569561 | 10.196979758115019 |   No   |
| AL021876 |  UNNAMED   | 2857.771457586639  | 27.410026868798457 | 15.707811549484754 |   No   |
| AL031876 |  UNNAMED   | 1148.7903391646228 | 21.03213980309007  | 17.40591422976701  |   No   |
| AL041876 |  UNNAMED   | 1810.1782959759173 | 16.689034137663782 | 12.067855306506113 |   No   |
| AL051876 |  UNNAMED   | 2068.380711329416  | 23.697565110729187 | 7.459279306762343  |   No   |
| AL011877 |  UNNAMED   | 1802.5004278612585 | 33.58664917200915  |  17.6715728221692  |   No   |
| AL021877 |  UNNAMED   | 1440.7212692851406 | 15.53403092686029  | 7.847086886897889  |   No   |
| AL031877 |  UNNAMED   | 1713.6457125798624 | 25.211811464681144 | 10.578059954196682 |   No   |
| AL041877 |  UNNAMED   | 3820.9428986611592 | 31.04802156754271  | 10.80083989832016  |   No   |
| AL051877 |  UNNAMED   |  1325.28865679395  | 14.807455928600776 | 9.603540991260505  |   No   |
| AL061877 |  UNNAMED   | 1850.4061808030056 | 20.73874153175746  | 13.40874044060149  |   No   |
| AL071877 |  UNNAMED   | 1751.5046658575202 | 38.61580034537954  | 17.713221785427653 |   No   |
| AL081877 |  UNNAMED   | 2005.6341430831158 | 48.53180123638066  | 30.388396107319934 |   No   |
| AL011878 |  UNNAMED   | 689.8121539239628  | 16.010833158967433 | 10.688616987419643 |   No   |
| AL021878 |  UNNAMED   | 2392.091316884299  | 16.55423098465539  |  9.06095195789507  |   No   |
| AL031878 |  UNNAMED   | 1100.7974309754384 | 23.04526890824302  | 16.678748954173304 |   No   |
| AL041878 |  UNNAMED   | 1939.9848346592726 | 28.142466322786333 | 14.057861120719364 |   No   |
| AL051878 |  UNNAMED   | 3152.9758012437705 | 25.26266178824058  | 10.135112779093538 |   No   |
| AL061878 |  UNNAMED   | 1539.352368756853  | 17.41131189363372  | 9.502175115783045  |   No   |
| AL071878 |  UNNAMED   | 3292.063528433889  | 36.54241349508397  | 9.299614487101378  |   No   |
| AL081878 |  UNNAMED   | 3127.949272711325  | 31.03566031657333  | 19.622300074166755 |   No   |
| AL091878 |  UNNAMED   |  2493.46616632256  | 25.293018884355345 | 13.405732077003016 |   No   |
| AL101878 |  UNNAMED   | 1841.2121912070575 | 17.894669125926814 | 11.365507353129987 |   No   |
| AL111878 |  UNNAMED   | 2379.549688434999  |  32.9982265547926  | 13.240873948624843 |   No   |
| AL121878 |  UNNAMED   | 1592.7176832315122 | 12.576256161142425 | 8.562998296943613  |   No   |
| AL011879 |  UNNAMED   | 1291.1623695421818 | 18.10486099621396  | 14.346248550468689 |   No   |
| AL021879 |  UNNAMED   | 3208.8107123808036 | 31.023917121797393 | 17.251670496670986 |   No   |
| AL031879 |  UNNAMED   | 1717.8676488862295 | 18.144399181002747 | 12.431019305673383 |   No   |
| AL041879 |  UNNAMED   | 817.0201076312328  | 17.418214842724524 | 7.461371376476103  |   No   |
| AL051879 |  UNNAMED   | 1349.4661779014264 | 19.90082066730793  | 12.128198503176797 |   No   |
| AL061879 |  UNNAMED   | 2404.2031121380164 | 19.50895736620968  | 13.007534503610714 |   No   |
| AL071879 |  UNNAMED   | 2362.256254310807  | 43.00452483996668  | 17.488240348742842 |   No   |
| AL081879 |  UNNAMED   | 2219.4212567236355 | 42.59407756811472  | 24.66023618581817  |   No   |
| AL011880 |  UNNAMED   | 578.4292593108122  |  8.21965980800145  | 5.580484649973247  |   No   |
| AL021880 |  UNNAMED   | 2672.9233934771687 | 21.219653697086247 | 10.305648513959415 |   No   |
| AL031880 |  UNNAMED   | 1705.0771760347745 | 20.067784888990555 | 12.355631710396912 |   No   |
| AL041880 |  UNNAMED   | 1834.4191755927584 | 11.781845182763584 | 8.698588473880536  |   No   |
| AL051880 |  UNNAMED   | 1966.4132115729012 | 18.70552673857655  | 8.403475263132053  |   No   |
| AL061880 |  UNNAMED   |  2142.79481196232  | 30.499591032459254 |  15.9000517794724  |   No   |
| AL071880 |  UNNAMED   | 1573.4057710574966 | 30.197123729568087 | 23.839481379659045 |   No   |
| AL081880 |  UNNAMED   | 2062.108572072069  | 24.022118191983452 | 11.086605226193917 |   No   |
| AL091880 |  UNNAMED   | 1738.7538902403755 | 26.837477028574796 | 12.949691642768363 |   No   |
| AL101880 |  UNNAMED   | 1582.9923170034751 | 27.902047302431935 | 9.771557512367133  |   No   |
| AL111880 |  UNNAMED   | 1537.9614149760027 | 34.893560113653166 | 16.914606937333392 |   No   |
| AL011881 |  UNNAMED   | 570.8092779987996  | 9.152874399114337  | 7.252166889469847  |   No   |
| AL031881 |  UNNAMED   | 1922.8813664799295 | 15.531527503227423 | 10.338071862795324 |   No   |
| AL021881 |  UNNAMED   | 681.7715482579765  | 13.420461214304362 | 8.687815382981249  |   No   |
| AL041881 |  UNNAMED   | 2288.9809761562137 | 22.66011269469841  | 16.58681866779865  |   No   |
| AL051881 |  UNNAMED   | 2166.7529459246407 | 16.867627420073045 | 10.239782810319392 |   No   |
| AL061881 |  UNNAMED   | 1419.908018979303  | 19.891935047451838 | 12.327265322649898 |   No   |
| AL071881 |  UNNAMED   | 2280.5409289722716 | 17.70641179345708  | 14.077413141804143 |   No   |
| AL011882 |  UNNAMED   | 472.5771121456057  | 31.91870397361861  | 19.690713006066904 |   No   |
| AL021882 |  UNNAMED   |  3294.37011035293  | 33.22731213191089  | 12.243498774949941 |   No   |
| AL031882 |  UNNAMED   | 369.8197079858781  | 10.876425147984305 | 7.745754556880044  |   No   |
| AL041882 |  UNNAMED   | 824.3707875250525  | 22.58722121705388  | 11.306617776106304 |   No   |
| AL051882 |  UNNAMED   | 1552.850349309875  | 26.98872198923421  | 13.621494292191883 |   No   |
| AL061882 |  UNNAMED   | 1994.7632658038099 | 15.484675562500746 | 7.767592872238234  |   No   |
| AL011883 |  UNNAMED   | 4191.558531053533  | 34.56671892887291  | 16.246350895556336 |   No   |
| AL021883 |  UNNAMED   | 4089.9863126303717 | 41.16170605332599  | 17.478573985599876 |   No   |
| AL031883 |  UNNAMED   | 2212.551498904527  | 16.73980500248661  |  9.86214529387658  |   No   |
| AL041883 |  UNNAMED   | 3279.4912006645127 | 43.30258365322043  |  20.2437728436081  |   No   |
| AL011884 |  UNNAMED   | 2509.258759412277  | 33.22643058253859  | 18.18303448849476  |   No   |
| AL021884 |  UNNAMED   | 3616.555557033105  | 36.91137855943595  | 10.959259263736683 |   No   |
| AL031884 |  UNNAMED   | 3958.7983363964972 | 53.84015932429452  | 15.162631681459988 |  Yes   |
| AL041884 |  UNNAMED   | 1518.8871292961255 |  18.486613257962   | 5.8871594158764555 |   No   |
| AL011885 |  UNNAMED   | 2738.6534923212303 | 25.75183139690779  | 13.041207106291564 |   No   |
| AL021885 |  UNNAMED   | 3435.4976039730686 | 43.70787071681133  | 18.47041722566166  |   No   |
| AL031885 |  UNNAMED   | 923.1535038746206  | 21.64344258178153  | 14.195737226879627 |   No   |
| AL041885 |  UNNAMED   | 2417.0169420252696 | 31.263336431555995 | 15.350707507284826 |   No   |
| AL051885 |  UNNAMED   |  790.116979185598  | 21.416604394745196 | 8.779077546506644  |   No   |
| AL061885 |  UNNAMED   | 1145.311826857233  | 15.859358030952173 | 5.4010839942598325 |   No   |
| AL071885 |  UNNAMED   | 1071.4925554599631 | 15.600841221636616 | 11.905472838444034 |   No   |
| AL081885 |  UNNAMED   | 1166.4003132689809 | 18.70072326147586  | 13.201587009020814 |   No   |
| AL011886 |  UNNAMED   | 705.0824620218929  | 15.062895055224393 | 11.687066257996594 |   No   |
| AL021886 |  UNNAMED   | 2250.964603684247  | 34.617696855825606 | 12.110543318939246 |   No   |
| AL031886 |  UNNAMED   | 1581.885678342958  | 22.765179728448448 | 12.948975568375886 |   No   |
| AL041886 |  UNNAMED   | 4089.801113126319  | 31.808699192928177 | 16.047170698715703 |   No   |
| AL051886 |  UNNAMED   | 2874.7915265376632 | 20.202162148250455 | 12.616953653208215 |   No   |
| AL061886 |  UNNAMED   | 3681.789930083266  | 22.880225850447818 | 12.031993235566226 |   No   |
| AL071886 |  UNNAMED   | 2886.379004038698  | 34.10314650601268  | 22.907769873322998 |   No   |
| AL081886 |  UNNAMED   | 2148.318146297952  | 15.906123953182393 | 10.230086410942631 |   No   |
| AL091886 |  UNNAMED   | 709.0377123519207  | 6.568144255594544  | 3.3763700588186705 |   No   |
| AL101886 |  UNNAMED   | 1099.8736168570604 | 12.742996022116763 | 8.027584912792207  |   No   |
| AL111886 |  UNNAMED   | 881.5441343147756  | 14.787300407295726 | 6.3880009732954735 |   No   |
| AL121886 |  UNNAMED   | 1173.6353870597943 |  14.8842451511971  | 9.780294892164951  |   No   |
| AL011887 |  UNNAMED   | 1487.2936323943618 | 51.807656761337135 | 11.803917717415567 |   No   |
| AL021887 |  UNNAMED   | 981.3662193675336  | 13.407548273417762 | 8.608475608487137  |   No   |
| AL031887 |  UNNAMED   | 756.3775509592376  | 11.971288347893726 |  9.83175696071057  |   No   |
| AL041887 |  UNNAMED   | 2679.291539403194  | 23.490429042111852 | 12.706921575867248 |   No   |
| AL051887 |  UNNAMED   | 2085.8129164504694 | 16.168860513621716 | 9.932442459287952  |   No   |
| AL061887 |  UNNAMED   | 3970.8713357397387 | 36.12646506941213  | 17.88680781864747  |   No   |
| AL071887 |  UNNAMED   | 3501.7589566524575 | 46.50341013179696  | 15.35859191514236  |   No   |
| AL081887 |  UNNAMED   | 3001.7421061424857 | 45.68081831277977  | 22.74047050107944  |   No   |
| AL091887 |  UNNAMED   | 2652.9788481113796 | 19.162972607223566 | 9.725748594136208  |   No   |
| AL101887 |  UNNAMED   | 1918.2674178289656 | 33.90122499748445  | 19.98195226905172  |   No   |
| AL111887 |  UNNAMED   | 730.8537663604052  | 12.302312527896696 | 12.180896106006754 |   No   |
| AL121887 |  UNNAMED   | 358.3599882411187  | 13.987508698102403 | 8.532380672407589  |   No   |
| AL131887 |  UNNAMED   | 3711.966692414201  | 53.46942321136478  | 12.075326221195196 |   No   |
| AL141887 |  UNNAMED   | 828.4693402222186  | 16.06091759279109  | 13.807822337036976 |   No   |
| AL151887 |  UNNAMED   | 1292.9318604601435 | 17.44273054152764  | 12.675802553530819 |   No   |
| AL161887 |  UNNAMED   | 4261.518286995453  | 45.35202121186078  | 21.27061799485843  |   No   |
| AL171887 |  UNNAMED   | 1629.3941676516617 | 17.846511343842014 |  9.36433429684863  |  Yes   |
| AL181887 |  UNNAMED   | 2741.8955479461115 | 34.49118737569626  | 18.279303652974075 |   No   |
| AL191887 |  UNNAMED   | 1492.0337938237424 | 18.82773978526482  | 11.30328631684653  |   No   |
| AL011888 |  UNNAMED   | 324.6797113682447  | 6.102192271249815  | 4.919389566185525  |   No   |
| AL021888 |  UNNAMED   | 374.6292410250481  |  11.009249590985   |  7.88387048882928  |   No   |
| AL031888 |  UNNAMED   | 3615.6457616998932 | 39.126420466703465 | 14.429878465159392 |   No   |
| AL041888 |  UNNAMED   | 2048.002419761163  | 14.002258276061665 | 10.34344656445032  |   No   |
| AL051888 |  UNNAMED   | 2043.4693181288558 | 24.959231054888704 | 12.614008136597874 |   No   |
| AL061888 |  UNNAMED   | 1599.2410027762664 | 32.175667082130275 | 17.215578778448304 |   No   |
| AL071888 |  UNNAMED   | 1828.3660629735998 | 37.04403292948288  | 18.29257174924112  |   No   |
| AL081888 |  UNNAMED   | 1962.2400982180359 | 14.650142920474694 | 10.901333878989087 |   No   |
| AL091888 |  UNNAMED   | 3478.7302668193606 | 17.595564473379557 | 9.202990123860742  |   No   |
